Nombre parada,Coordenada Y,Coordenada X,Nueva columna georreferenciada
Calle 72 con Carrera 12 Soledad,10.903976,-74.811209,POINT(-74.811209 10.903976)
Calle 71 con Carrera 12 Lado Occidente Soledad,10.903044,-74.810338,POINT(-74.810338 10.903044)
Carrera 11C con Calle 69 Lado Sur Soledad,10.903085,-74.808402,POINT(-74.808402 10.903085)
Carrera 11C con Calle 68 Lado Sur Soledad,10.903472,-74.806421,POINT(-74.806421 10.903472)
Carrera 12 con Calle 66 Lado Sur Soledad,10.903901,-74.804209,POINT(-74.804209 10.903901)
Calle 45 con Carrera 5B Iglesia,10.940807,-74.799647,POINT(-74.799647 10.940807)
Carrera 4 con Calle 45B,10.938387,-74.799987,POINT(-74.799987 10.938387)
Carrera 4 con Calle 45H,10.938394,-74.802086,POINT(-74.802086 10.938394)
Calle 49 No. 3D-11 Lado Occidental,10.93715,-74.802692,POINT(-74.802692 10.93715)
Calle 49 con Carrera 3 Lado Occidental,10.935974,-74.803306,POINT(-74.803306 10.935974)
Calle 49 No. 2G-17 Lado Occidental,10.935257,-74.804337,POINT(-74.804337 10.935257)
Carrera 2F No. 49F-40 Lado Norte,10.935675,-74.805897,POINT(-74.805897 10.935675)
Calle 50C No. 2B-29,10.935786,-74.808294,POINT(-74.808294 10.935786)
Carrera 2 No. 50D-16,10.934719,-74.808978,POINT(-74.808978 10.934719)
Carrera 2 con Calle 51,10.935378,-74.810411,POINT(-74.810411 10.935378)
Calle 51B No. 2B-16,10.93645,-74.810207,POINT(-74.810207 10.93645)
Carrera 2F No. 50C-11 Lado Sur,10.936025,-74.808367,POINT(-74.808367 10.936025)
Carrera 2F No. 49E-23 Ciclo Neval Lado Sur,10.935592,-74.805976,POINT(-74.805976 10.935592)
Calle 49 con Carrera 2G Lado Oriental,10.935197,-74.804128,POINT(-74.804128 10.935197)
Calle 49 con Carrera 3 Lado Oriental,10.935997,-74.803067,POINT(-74.803067 10.935997)
Calle 49 con Carrera 3E Lado Oriental,10.938092,-74.802577,POINT(-74.802577 10.938092)
Carrera 4C No. 49B-88,10.93936,-74.803619,POINT(-74.803619 10.93936)
Calle 46 con Carrera 6 esq,10.941018,-74.802622,POINT(-74.802622 10.941018)
Est. Joaquin Barrios Polo,10.933248,-74.799342,POINT(-74.799342 10.933248)
Carrera 6 sur con Calle 46F esq,10.93014,-74.803898,POINT(-74.803898 10.93014)
Carrera 6 sur con Calle 47 esq,10.929058,-74.805548,POINT(-74.805548 10.929058)
Carrera 6 sur con Calle 47B,10.927633,-74.807463,POINT(-74.807463 10.927633)
Carrera 6 sur con Calle 48F,10.926347,-74.810113,POINT(-74.810113 10.926347)
Calle 49 con Carrera 8B sur Lado Occidente,10.924822,-74.811538,POINT(-74.811538 10.924822)
Calle 49 con Carrera 12 sur Lado Occidente,10.923305,-74.812088,POINT(-74.812088 10.923305)
Av. Circunvalar con Calle 51B,10.922777,-74.814132,POINT(-74.814132 10.922777)
Calle 51B con Carrera 10 sur,10.925147,-74.81477,POINT(-74.81477 10.925147)
Carrera 10 sur con Calle 50A,10.924185,-74.812707,POINT(-74.812707 10.924185)
Calle 49 No. 8 sur - 64 PASO Nueva Vida,10.924512,-74.811633,POINT(-74.811633 10.924512)
Calle 49 con Carrera 5B sur Lado Oriente,10.927535,-74.810925,POINT(-74.810925 10.927535)
Calle 49 con Carrera 3 sur Lado Oriente,10.929263,-74.810445,POINT(-74.810445 10.929263)
Carrera 1 con Calle 48C,10.93091,-74.809012,POINT(-74.809012 10.93091)
Carrera 1 No. 47B-03,10.930875,-74.807262,POINT(-74.807262 10.930875)
Calle 47 No. 3A sur - 18,10.929378,-74.805965,POINT(-74.805965 10.929378)
Calle 47 con Carrera 6D sur,10.928177,-74.805123,POINT(-74.805123 10.928177)
Carrera 7 sur No. 46-29,10.927993,-74.803052,POINT(-74.803052 10.927993)
Calle 46 con Carrera 1 sur esq,10.930078,-74.802598,POINT(-74.802598 10.930078)
Carrera 2D con Calle 47,10.93293,-74.803165,POINT(-74.803165 10.93293)
Calle 47 con Carrera 2G,10.93446,-74.80134,POINT(-74.80134 10.93446)
Est. Joe Arroyo,10.995072,-74.807644,POINT(-74.807644 10.995072)
Calle 76 No. 47-57,10.997883,-74.809325,POINT(-74.809325 10.997883)
Calle 76 No. 43B - 05,10.994847,-74.811178,POINT(-74.811178 10.994847)
Carrera 43 con Calle 76,10.994982,-74.812923,POINT(-74.812923 10.994982)
Carrera 43 No. 79-212,10.996353,-74.815472,POINT(-74.815472 10.996353)
Carrera 43 No. 80-182,10.997342,-74.817303,POINT(-74.817303 10.997342)
Carrera 43 No. 82-178 Ferreteria Don Kike,10.998343,-74.819477,POINT(-74.819477 10.998343)
Carrera 43 No. 84-154 Narcobollo,10.998865,-74.821442,POINT(-74.821442 10.998865)
Carrera 43 No. 87-40,11.000108,-74.824375,POINT(-74.824375 11.000108)
Calle 90 No. 42H-19 Edificio Tabor,11.000172,-74.826065,POINT(-74.826065 11.000172)
Calle 90 No. 42E-37,10.998157,-74.827503,POINT(-74.827503 10.998157)
Calle 90 No. 42B1-61,10.996272,-74.828949,POINT(-74.828949 10.996272)
Carrera 42B1 No. 92-34,10.996381,-74.830052,POINT(-74.830052 10.996381)
Calle 96 No. 42C-66,10.998098,-74.831015,POINT(-74.831015 10.998098)
Calle 96 con Carrera 42G,10.999927,-74.83129,POINT(-74.83129 10.999927)
Carrera 42F con Calle 97,11.000557,-74.8322,POINT(-74.8322 11.000557)
Calle 98 con Carrera 42G2,11.002163,-74.833437,POINT(-74.833437 11.002163)
Carrera 43 No. 98-86,11.003392,-74.833915,POINT(-74.833915 11.003392)
Conj. Res. Balcones del Mar / Parque 100,11.000774,-74.83589,POINT(-74.83589 11.000774)
Calle 100 Conj. Res. Parque 100,11.000593,-74.837017,POINT(-74.837017 11.000593)
Calle 99C No. 43-150 Tarragona,11.003703,-74.836297,POINT(-74.836297 11.003703)
Transversal 44 No. 99C-20 Conj. Brisas del Mar,11.005243,-74.835023,POINT(-74.835023 11.005243)
Calle 100 con Carrera 44,11.006995,-74.834242,POINT(-74.834242 11.006995)
Carrera 46 con Calle 96A Lado Sur,11.00587,-74.829925,POINT(-74.829925 11.00587)
Carrera 46 No. 94-11 Lado Sur,11.005008,-74.82777,POINT(-74.82777 11.005008)
Carrera 46 con Calle 90 Uniautonoma Lado Sur,11.003378,-74.824262,POINT(-74.824262 11.003378)
Carrera 46 No. 85-163 Lado Sur,11.002598,-74.822492,POINT(-74.822492 11.002598)
Carrera 46 No. 82-205 Lado Sur,11.001358,-74.818477,POINT(-74.818477 11.001358)
Carrera 46 No. 80-211 Lado Sur,11.000155,-74.816007,POINT(-74.816007 11.000155)
Carrera 46 No. 79-175 Perez Radiologos Lado Sur,10.998798,-74.8136,POINT(-74.8136 10.998798)
Carrera 46 No. 76-109 Lado Sur,10.997287,-74.810998,POINT(-74.810998 10.997287)
Calle 76 con Carrera 42B U. Metropolitana Occident,10.993117,-74.813703,POINT(-74.813703 10.993117)
Calle 76 con Carrera 39 C.C. Unico Lado Occidente,10.989677,-74.814318,POINT(-74.814318 10.989677)
Calle 76 No. 38A-53 Col. Betania Lado Occidente,10.987803,-74.815632,POINT(-74.815632 10.987803)
Carrera 38 con Calle 74 C.C. Americano Lado Sur,10.985972,-74.814241,POINT(-74.814241 10.985972)
Carrera 38 con Calle 72 Lado Sur,10.985471,-74.811784,POINT(-74.811784 10.985471)
Carrera 38 No. 70B-135 Drogueria Inglesa Lado Sur,10.985015,-74.810241,POINT(-74.810241 10.985015)
Carrera 38 No. 69C-127 Lado Sur,10.984235,-74.807373,POINT(-74.807373 10.984235)
Carrera 38 No. 69-121 Lado Sur,10.983861,-74.805799,POINT(-74.805799 10.983861)
Carrera 38 No. 65-85 Club de Leones Lado Sur,10.983206,-74.803017,POINT(-74.803017 10.983206)
Carrera 38 con Calle 63B Lado Sur,10.984046,-74.800375,POINT(-74.800375 10.984046)
Carrera 38 con Calle 60 Clinica La Merced Lado Sur,10.983458,-74.798707,POINT(-74.798707 10.983458)
Carrera 38 No. 57-53 Lado Sur,10.982645,-74.796901,POINT(-74.796901 10.982645)
Carrera 38 No. 54-73 I.E. Elyon Yireh Lado Sur,10.981855,-74.795072,POINT(-74.795072 10.981855)
Calle 52 No. 38-22,10.981462,-74.792487,POINT(-74.792487 10.981462)
Carrera 41 No. 51-93 Col. Ateneo Tecnico Comercial,10.982407,-74.791823,POINT(-74.791823 10.982407)
Carrera 41 No. 48-67 Distrienvases,10.981953,-74.789624,POINT(-74.789624 10.981953)
Carrera 41 con Calle 45 Domesa,10.981627,-74.78725,POINT(-74.78725 10.981627)
Carrera 41 con Calle 43,10.981068,-74.784825,POINT(-74.784825 10.981068)
Carrera 41 con Calle 39,10.980491,-74.782007,POINT(-74.782007 10.980491)
Calle 38 con Carrera 41,10.980966,-74.781,POINT(-74.781 10.980966)
Carrera 43 No. 39-26,10.98196,-74.781695,POINT(-74.781695 10.98196)
Carrera 43 No. 43-16,10.982552,-74.784433,POINT(-74.784433 10.982552)
Carrera 43 con Calle 45 Ara,10.983073,-74.786588,POINT(-74.786588 10.983073)
Carrera 43 No. 50-12 Parque Central,10.98387,-74.789823,POINT(-74.789823 10.98387)
Carrera 43 con Calle 53 Colombo,10.984443,-74.791898,POINT(-74.791898 10.984443)
Calle 54 No. 41-77 Colegio Colon,10.983602,-74.793173,POINT(-74.793173 10.983602)
Carrera 38 No. 54-60 I. E. Elyon Yireh Lado Norte,10.981847,-74.794777,POINT(-74.794777 10.981847)
Carrera 38 No. 57-60 Unicash Lado Norte,10.982745,-74.796859,POINT(-74.796859 10.982745)
Carrera 38 con Calle 60 Clinica La Merced Lado Nor,10.983574,-74.798686,POINT(-74.798686 10.983574)
Carrera 38 No. 63A-30 Junior Pan Lado Norte,10.984157,-74.800379,POINT(-74.800379 10.984157)
Carrera 38 No. 66-90 Club de Leones Lado Norte,10.983306,-74.802905,POINT(-74.802905 10.983306)
Carrera 38 No. 69-128 Lado Norte,10.983986,-74.805814,POINT(-74.805814 10.983986)
Carrera 38 con Calle 70 Lado Norte,10.98458,-74.807831,POINT(-74.807831 10.98458)
Carrera 38 con Calle 71 Lado Norte,10.985193,-74.810056,POINT(-74.810056 10.985193)
Carrera 38 con Calle 73 C.C. Americano Lado Norte,10.985753,-74.812098,POINT(-74.812098 10.985753)
Carrera 38C con Calle 74,10.987368,-74.812365,POINT(-74.812365 10.987368)
Carrera 38C con Calle 76,10.988324,-74.81428,POINT(-74.81428 10.988324)
Calle 76 con Carrera 39 C.C. Unico Lado Oriente,10.990147,-74.814012,POINT(-74.814012 10.990147)
Calle 76 con Carrera 42 U. Metropolitana Oriente,10.993075,-74.813575,POINT(-74.813575 10.993075)
Calle 79 con Carrera 42F C.E. Litoral,10.994873,-74.813843,POINT(-74.813843 10.994873)
Calle 79 con Carrera 45,10.997167,-74.81255,POINT(-74.81255 10.997167)
Carrera 46 No. 76 - 109 Lado Sur,10.997237,-74.810953,POINT(-74.810953 10.997237)
Carrera 38 No. 76-106,10.9869,-74.81724,POINT(-74.81724 10.9869)
Calle 79A No. 35C-43 Lado Occidente,10.985725,-74.818157,POINT(-74.818157 10.985725)
Calle 79A con Carrera 33 Parque Lado Occidente,10.983492,-74.817963,POINT(-74.817963 10.983492)
Calle 79A con Carrera 27 Lado Occidente,10.981268,-74.818585,POINT(-74.818585 10.981268)
Carrera 26C7 No. 75-77 Lado Sur,10.979563,-74.816695,POINT(-74.816695 10.979563)
Calle 74B con Carrera 26C7 Lado Suroriente,10.978732,-74.814478,POINT(-74.814478 10.978732)
Carrera 27 con Calle 72C Lado Sur,10.977868,-74.811927,POINT(-74.811927 10.977868)
Carrera 27 No. 68 - 149 Colegio Olaya Lado Sur,10.976935,-74.808147,POINT(-74.808147 10.976935)
Carrera 27 con Calle 64 Megamas Lado Sur,10.975983,-74.805577,POINT(-74.805577 10.975983)
Carrera 27 con Calle 61 Parque Los Andes,10.975587,-74.803722,POINT(-74.803722 10.975587)
Calle 61 No. 25-113,10.97334,-74.803404,POINT(-74.803404 10.97334)
Carrera 24 No. 59-45,10.971383,-74.802755,POINT(-74.802755 10.971383)
Carrera 24 con Calle 54 Seguro de los Andes,10.971312,-74.800838,POINT(-74.800838 10.971312)
Carrera 24 No. 53D-29,10.971158,-74.798937,POINT(-74.798937 10.971158)
Carrera 24 con Calle 53 esq,10.969612,-74.797022,POINT(-74.797022 10.969612)
Carrera 24 No. 48-03,10.968147,-74.794592,POINT(-74.794592 10.968147)
Carrera 26 No. 47C-01,10.968725,-74.793432,POINT(-74.793432 10.968725)
Carrera 27 Con Calle 45 Exito,10.96973,-74.790445,POINT(-74.790445 10.96973)
Carrera 26 con Calle 47C,10.968803,-74.793522,POINT(-74.793522 10.968803)
Calle 48 No. 23-29,10.967455,-74.794725,POINT(-74.794725 10.967455)
Carrera 23 No. 52-32,10.968305,-74.796838,POINT(-74.796838 10.968305)
Carrera 23 con Calle 53D esq,10.969852,-74.79902,POINT(-74.79902 10.969852)
Carrera 21B con Calle 53D Esq,10.96836,-74.800675,POINT(-74.800675 10.96836)
Carrera 21B No. 60-28,10.968588,-74.803558,POINT(-74.803558 10.968588)
Carrera 21B No. 64-26 E. Jimenez,10.968683,-74.806353,POINT(-74.806353 10.968683)
Carrera 21B con Calle 65B esq,10.968805,-74.808722,POINT(-74.808722 10.968805)
Carrera 21B No. 68C-14,10.968897,-74.811058,POINT(-74.811058 10.968897)
Calle 70C con Carrera 22D Esq,10.97084,-74.810918,POINT(-74.810918 10.97084)
Calle 70C con Carrera 24C Esq,10.97373,-74.81023,POINT(-74.81023 10.97373)
Calle 70C No. 26B-44,10.976285,-74.80979,POINT(-74.80979 10.976285)
Carrera 27 No. 72-10 Lado Norte,10.97793,-74.811912,POINT(-74.811912 10.97793)
Calle 74B con Carrera 26C7 Lado Noroccidente,10.978673,-74.814658,POINT(-74.814658 10.978673)
Carrera 26C7 No. 75B-68 Lado Norte,10.979957,-74.817132,POINT(-74.817132 10.979957)
Calle 79A con Carrera 28 Lado Oriente,10.981678,-74.818478,POINT(-74.818478 10.981678)
Calle 79A No. 34-22 Lado Oriente,10.983975,-74.817752,POINT(-74.817752 10.983975)
Calle 79A No. 35D-50 Lado Oriente,10.986227,-74.818177,POINT(-74.818177 10.986227)
Calle 76 con Carrea 38A Lado Oriente,10.987864,-74.815476,POINT(-74.815476 10.987864)
Carrera 46 No. 76-68 Lado Norte,10.99712,-74.81069,POINT(-74.81069 10.99712)
Carrera 46 No. 79-204 Perez Radiologos Lado Norte,10.998975,-74.813827,POINT(-74.813827 10.998975)
Carrera 46 No. 81-102 Lado Norte,11.000343,-74.816172,POINT(-74.816172 11.000343)
Carrera 46 No. 82-100 Lado Norte,11.001234,-74.817706,POINT(-74.817706 11.001234)
Calle 84 No. 47-54,11.00277,-74.818557,POINT(-74.818557 11.00277)
Calle 84 No. 51-32 Macmondongo,11.005383,-74.817308,POINT(-74.817308 11.005383)
Calle 84 No. 52-76,11.007004,-74.816461,POINT(-74.816461 11.007004)
Calle 84 No. 55-82,11.00856,-74.814133,POINT(-74.814133 11.00856)
Calle 84 con Carrera 59B Fundemabu,11.011007,-74.81163,POINT(-74.81163 11.011007)
Carrera 65 No. 84-52,11.013717,-74.810343,POINT(-74.810343 11.013717)
Carrera 65 con Calle 85 Villa Andalucia Ent. 1,11.015947,-74.811937,POINT(-74.811937 11.015947)
Calle 86 con Carrera 70 Villa Andalucia Ent. 2,11.017378,-74.812315,POINT(-74.812315 11.017378)
Calle 86 con Carrera 73 Esq,11.018875,-74.810955,POINT(-74.810955 11.018875)
Calle 86 No. 73-218,11.020403,-74.809663,POINT(-74.809663 11.020403)
Calle 84 No. 75C-146,11.021702,-74.807692,POINT(-74.807692 11.021702)
Calle 85 con Carrera 78A Esq,11.023615,-74.806923,POINT(-74.806923 11.023615)
Calle 85 No. 78D-26,11.024627,-74.805728,POINT(-74.805728 11.024627)
Calle 85 No. 81-32,11.026025,-74.804157,POINT(-74.804157 11.026025)
Via 40 No. 83-53,11.025298,-74.802958,POINT(-74.802958 11.025298)
Via 40 con Calle 80 Lado Sur,11.023185,-74.800988,POINT(-74.800988 11.023185)
Calle 80 No. 78-19,11.02025,-74.803633,POINT(-74.803633 11.02025)
Calle 80 No. 75-25,11.01863,-74.804693,POINT(-74.804693 11.01863)
Calle 80 No. 72-43,11.016795,-74.805148,POINT(-74.805148 11.016795)
Calle 80 con Carrera 69 Esq,11.014148,-74.80583,POINT(-74.80583 11.014148)
Calle 80 No. 65-45,11.01224,-74.806352,POINT(-74.806352 11.01224)
Carrera 64 No. 81-92,11.011637,-74.808646,POINT(-74.808646 11.011637)
Calle 82 con Carrera 59B Esq,11.011138,-74.810875,POINT(-74.810875 11.011138)
Calle 82 con Carrera 56 Esq,11.00812,-74.811997,POINT(-74.811997 11.00812)
Calle 82 No. 52-61,11.005705,-74.813603,POINT(-74.813603 11.005705)
Calle 82 con Carrera 51 Carulla,11.00361,-74.815011,POINT(-74.815011 11.00361)
Calle 82 con Carrera 47 Comfamiliar,11.000475,-74.816039,POINT(-74.816039 11.000475)
Calle 79 No. 47-10,10.99878,-74.811612,POINT(-74.811612 10.99878)
Calle 79 No. 50-44,11.001413,-74.810027,POINT(-74.810027 11.001413)
Calle 79 con Carrera 51B,11.002758,-74.809019,POINT(-74.809019 11.002758)
Calle 79 No. 53-54,11.004785,-74.807912,POINT(-74.807912 11.004785)
Calle 79 No. 55-154,11.006527,-74.80679,POINT(-74.80679 11.006527)
Calle 79 No. 57-190,11.008503,-74.805203,POINT(-74.805203 11.008503)
Calle 77 con Carrera 59,11.007761,-74.801429,POINT(-74.801429 11.007761)
Calle 77 No. 62-40,11.008762,-74.800668,POINT(-74.800668 11.008762)
Calle 77 con Carrera 68 Sutherland,11.011585,-74.798637,POINT(-74.798637 11.011585)
Calle 77 con Carrera 71,11.012723,-74.797825,POINT(-74.797825 11.012723)
Calle 77 con Via 40 Outlet Continente,11.015658,-74.79568,POINT(-74.79568 11.015658)
Calle 76 con Via 40 Kia Motors,11.014287,-74.794432,POINT(-74.794432 11.014287)
Calle 76 con Carrera 72,11.012275,-74.795943,POINT(-74.795943 11.012275)
Calle 76 con Carrera 68 Zoologico de Barranquilla,11.010262,-74.797417,POINT(-74.797417 11.010262)
Calle 76 No. 66-55,11.009001,-74.798252,POINT(-74.798252 11.009001)
Calle 76 con Carrera 60,11.007005,-74.799925,POINT(-74.799925 11.007005)
Calle 76 con Carrera 57 Combarranquilla,11.005315,-74.80228,POINT(-74.80228 11.005315)
Calle 76 con Carrera 55 Country Club,11.004092,-74.803937,POINT(-74.803937 11.004092)
Calle 76 con Carrera 53 Parque Karl. C. Parrish,11.002982,-74.805475,POINT(-74.805475 11.002982)
Calle 76 No. 50-13,11.000677,-74.808055,POINT(-74.808055 11.000677)
Calle 76 con Carrera 49B Olimpica,10.999515,-74.808557,POINT(-74.808557 10.999515)
Est. Parque Cultural del Caribe,10.986095,-74.778673,POINT(-74.778673 10.986095)
Est. Barrio Abajo,10.987297,-74.78431,POINT(-74.78431 10.987297)
Est. La Catedral,10.988595,-74.78895,POINT(-74.78895 10.988595)
Calle 55 No. 46-26,10.98959,-74.791674,POINT(-74.791674 10.98959)
Calle 55 con Carrera 50,10.991507,-74.791169,POINT(-74.791169 10.991507)
Calle 55 con Carrera 53,10.99234,-74.791164,POINT(-74.791164 10.99234)
Carrera 54 No. 58-78 Lado Norte,10.993478,-74.79223,POINT(-74.79223 10.993478)
Carrera 54 No. 59-144 Lado Norte,10.995495,-74.79417,POINT(-74.79417 10.995495)
Carrera 54 con Calle 64 Lado Norte,10.996074,-74.795307,POINT(-74.795307 10.996074)
Carrera 54 con Calle 68 Lado Norte,10.997316,-74.797818,POINT(-74.797818 10.997316)
Carrera 54 con Calle 70 Lado Norte,10.998185,-74.800015,POINT(-74.800015 10.998185)
Carrera 54 con Calle 72 Lado Norte,10.999141,-74.801781,POINT(-74.801781 10.999141)
Carrera 54 con Calle 74 Lado Norte,11.000539,-74.802814,POINT(-74.802814 11.000539)
Calle 75 con Carrera 55,11.002751,-74.802608,POINT(-74.802608 11.002751)
Calle 75 con Carrera 57,11.003521,-74.801343,POINT(-74.801343 11.003521)
Carrera 58 con Calle 74 Lado Sur,11.002694,-74.799738,POINT(-74.799738 11.002694)
Carrera 58 con Calle 72 Lado Sur,11.001355,-74.798632,POINT(-74.798632 11.001355)
Carrera 58 con Calle 70 Lado Sur,11.000085,-74.797699,POINT(-74.797699 11.000085)
Carrera 58 con Calle 68 Lado Sur,10.998633,-74.796613,POINT(-74.796613 10.998633)
Carrera 58 con Calle 66 Lado Sur,10.996859,-74.79524,POINT(-74.79524 10.996859)
Carrera 54 No. 59-167 Lado Sur,10.994747,-74.793875,POINT(-74.793875 10.994747)
Carrera 54 No. 55-147 Lado Sur,10.99349,-74.792297,POINT(-74.792297 10.99349)
Calle 54 con Carrera 53,10.992122,-74.790332,POINT(-74.790332 10.992122)
Calle 74 con Carrera 48,10.997434,-74.80447,POINT(-74.80447 10.997434)
Calle 74 con Carrera 50,10.998721,-74.804676,POINT(-74.804676 10.998721)
Carrera 54 con Calle 74,11.000818,-74.803025,POINT(-74.803025 11.000818)
Carrera 54 No. 75-56,11.002463,-74.80423,POINT(-74.80423 11.002463)
Carrera 53 con Calle 78 Villa Country,11.003743,-74.806597,POINT(-74.806597 11.003743)
Carrera 53 No. 79-128,11.004786,-74.80931,POINT(-74.80931 11.004786)
Carrera 53 con Calle 80 Torre Atlantica,11.005348,-74.811113,POINT(-74.811113 11.005348)
Carrera 53 No. 82-86 C.C. Ocean Tower,11.006475,-74.814095,POINT(-74.814095 11.006475)
Carrera 53 No. 82-268,11.00714,-74.815575,POINT(-74.815575 11.00714)
Carrera 53 con Calle 85,11.008348,-74.817602,POINT(-74.817602 11.008348)
Carrera 53 con Calle 89,11.010818,-74.819605,POINT(-74.819605 11.010818)
Carrera 53 No. 91-60,11.012323,-74.822093,POINT(-74.822093 11.012323)
Calle 94 No. 54-14,11.013379,-74.822499,POINT(-74.822499 11.013379)
Carrera 57 No. 94-72,11.015238,-74.821775,POINT(-74.821775 11.015238)
Carrera 57 No. 96-70,11.015894,-74.823621,POINT(-74.823621 11.015894)
Calle 98 con Carrera 53 Plaza del Parque,11.014712,-74.82601,POINT(-74.82601 11.014712)
Calle 98 con Carrera 52 C.C. Buenavista,11.012738,-74.827418,POINT(-74.827418 11.012738)
Carrera 51B con Calle 96A,11.010689,-74.828054,POINT(-74.828054 11.010689)
Carrera 51B con Calle 93,11.009642,-74.825803,POINT(-74.825803 11.009642)
Carrera 51B con Calle 91,11.008648,-74.823632,POINT(-74.823632 11.008648)
Carrera 51B con Calle 87 Col. Cervantes,11.007693,-74.82162,POINT(-74.82162 11.007693)
Carrera 51B con Calle 86,11.006927,-74.819753,POINT(-74.819753 11.006927)
Carrera 51B con Calle 84,11.005948,-74.81763,POINT(-74.81763 11.005948)
Carrera 51B con Calle 82,11.004579,-74.814745,POINT(-74.814745 11.004579)
Carrera 51B No. 80-35,11.004015,-74.813225,POINT(-74.813225 11.004015)
Carrera 51B No. 79-105,11.003023,-74.810265,POINT(-74.810265 11.003023)
Carrera 51B No. 76-85,11.002193,-74.80799,POINT(-74.80799 11.002193)
Carrera 46 No. 84-126 Lado Norte,11.002042,-74.820122,POINT(-74.820122 11.002042)
Carrera 46 No. 85-86 Lado Norte,11.002486,-74.821824,POINT(-74.821824 11.002486)
Carrera 46 con Calle 90 Uniautonoma Lado Norte,11.00344,-74.824065,POINT(-74.824065 11.00344)
Carrera 46 No. 91-112 Lado Norte,11.004402,-74.82626,POINT(-74.82626 11.004402)
Carrera 47 No. 93-86,11.00553,-74.826987,POINT(-74.826987 11.00553)
Carrera 47 No. 95-82,11.006235,-74.828531,POINT(-74.828531 11.006235)
Carrera 46 con Calle 92 frente a Mundo Deportivo,11.004343,-74.826533,POINT(-74.826533 11.004343)
Est. Pacho Galan,10.915542,-74.799025,POINT(-74.799025 10.915542)
Est. Pedro Ramaya,10.921488,-74.79913,POINT(-74.79913 10.921488)
Est. Buenos Aires,10.941818,-74.799458,POINT(-74.799458 10.941818)
Est. La Ocho,10.946887,-74.799652,POINT(-74.799652 10.946887)
Est. La Catorce,10.95489,-74.796328,POINT(-74.796328 10.95489)
Est. La Veintiuna,10.960433,-74.793557,POINT(-74.793557 10.960433)
Est. Atlantico,10.96872,-74.790163,POINT(-74.790163 10.96872)
Est. Chiquinquira,10.977185,-74.787662,POINT(-74.787662 10.977185)
Est. La Arenosa,10.982117,-74.786393,POINT(-74.786393 10.982117)
Est. Esthercita Forero,10.992468,-74.802465,POINT(-74.802465 10.992468)
Est. Alfredo Correa de Andreis,10.990375,-74.795923,POINT(-74.795923 10.990375)
Calle 72 con Carrera 49 Colegio Lourdes,10.996981,-74.80397,POINT(-74.80397 10.996981)
Calle 72 No. 53-40 Lado Oriente,10.998508,-74.802029,POINT(-74.802029 10.998508)
Calle 72 con Carrera 54 Hotel El Prado,10.999352,-74.800946,POINT(-74.800946 10.999352)
Calle 72 No. 57-36 Lado Oriente,11.000781,-74.798984,POINT(-74.798984 11.000781)
Calle 72 con Carrera 59 Olimpica,11.00217,-74.797122,POINT(-74.797122 11.00217)
Calle 72 con Carrera 61 Parque Bellavista,11.002938,-74.796024,POINT(-74.796024 11.002938)
Calle 72 con Carrera 62 Capilla El Buen Pastor,11.00416,-74.794773,POINT(-74.794773 11.00416)
Calle 72 No. 65-182 Lado Oriente,11.006129,-74.793316,POINT(-74.793316 11.006129)
Calle 72 No. 70-14 Lado Oriente,11.007111,-74.791828,POINT(-74.791828 11.007111)
Avenida del Rio con Calle 72,11.012578,-74.790145,POINT(-74.790145 11.012578)
Avenida del Rio con Calle 78,11.020228,-74.792993,POINT(-74.792993 11.020228)
Centro de Convenciones Puerta de Oro,11.023228,-74.800835,POINT(-74.800835 11.023228)
Via 40 con Calle 77A Lado Sur,11.017362,-74.796408,POINT(-74.796408 11.017362)
Via 40 con Calle 75 Lado Sur,11.013207,-74.7931,POINT(-74.7931 11.013207)
Via 40 con Calle 71 Lado Sur,11.009161,-74.791171,POINT(-74.791171 11.009161)
Calle 72 con Carrera 68A Lado Occidente,11.007184,-74.791972,POINT(-74.791972 11.007184)
Calle 72 con Carrera 66 Lado Occidente,11.006129,-74.793354,POINT(-74.793354 11.006129)
Calle 72 con Carrera 62 Lado Occidente,11.004104,-74.794927,POINT(-74.794927 11.004104)
Calle 72 con Carrera 61 Lado Occidente,11.003061,-74.796073,POINT(-74.796073 11.003061)
Calle 72 con Carrera 58 Lado Occidente,11.001608,-74.798182,POINT(-74.798182 11.001608)
Calle 72 con Carrera 56 Lado Occidente,11.000393,-74.799585,POINT(-74.799585 11.000393)
Calle 72 con Carrera 53 Lado Occidente,10.998813,-74.80229,POINT(-74.80229 10.998813)
Calle 72 con Carrera 49 Lado Occidente,10.997121,-74.803825,POINT(-74.803825 10.997121)
Carrera 46 No. 93-44 El Corral Lado Norte,11.005222,-74.827978,POINT(-74.827978 11.005222)
Carrera 46 con Calle 96A Lado Norte,11.006195,-74.830159,POINT(-74.830159 11.006195)
Carrera 48 con Calle 98,11.007532,-74.830726,POINT(-74.830726 11.007532)
Calle 99 con Carrera 49C,11.008515,-74.83165,POINT(-74.83165 11.008515)
Calle 100 con Carrera 49C Lado Oriente,11.009631,-74.833067,POINT(-74.833067 11.009631)
Carrera 51B con Calle 106 Makro,11.015034,-74.83685,POINT(-74.83685 11.015034)
Corredor U. Col. Karl C. Parrish Lado Norte,11.016592,-74.842927,POINT(-74.842927 11.016592)
